보증금,월세,전용면적,노후도,해당층,전체층,엘리베이터,위도,경도,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m),남향,풀옵션,is_outlier,outlier_reason,PC1,PC2,cluster_0,cluster_1,cluster_2,cluster_3
100,20.0,26.45,6.0,2,4,0,35.8390930943176,128.764834682173,1124.0,133.0,109.0,238.0,2729.0,41.0,91.0,0,0,0,,0.028757659228623153,0.18683868458574573,0,1,0,0
100,35.0,39.67,6.0,3,3,0,35.8216305867655,128.755797898009,1650.0,90.0,70.0,142.0,2223.0,53.0,147.0,1,1,0,,-0.44978947054887597,0.04723943370492662,0,1,0,0
150,33.0,26.45,7.0,3,3,0,35.839797029903,128.752944572847,391.0,91.0,67.0,259.0,1744.0,82.0,164.0,1,1,0,,-0.3892166149900753,-0.3309011790071905,1,0,0,0
100,26.0,25.5,7.0,3,3,0,35.8399842780487,128.752821423436,412.0,114.0,89.0,281.0,1744.0,85.0,152.0,1,1,0,,-0.22926827424269142,-0.4152818871589553,1,0,0,0
200,32.0,25.5,6.0,2,4,0,35.8391162251672,128.751771111457,331.0,169.0,116.0,282.0,1616.0,50.0,287.0,1,0,0,,-0.02180662728922591,-0.4655995624249644,0,0,1,0
100,33.0,29.75,14.0,2,3,0,35.8396355519947,128.750626812708,424.0,276.0,201.0,394.0,1550.0,138.0,332.0,1,1,0,,0.5949170250276697,-0.32414340999511543,0,0,1,0
200,45.0,33.05,26.0,3,3,0,35.8393226755748,128.753160894204,340.0,45.0,39.0,210.0,1740.0,39.0,204.0,0,1,0,,-0.5224776404035159,-0.18382928988376568,0,0,1,0
200,45.0,33.05,26.0,2,3,0,35.8393226755748,128.753160894204,340.0,45.0,39.0,210.0,1740.0,39.0,204.0,1,1,0,,-0.5224776404035159,-0.18382928988376568,0,0,1,0
100,27.0,25.5,7.0,1,3,0,35.8392456786841,128.752638724298,331.0,90.0,68.0,245.0,1693.0,51.0,230.0,1,1,0,,-0.4281312493823067,-0.32743176136597857,1,0,0,0
100,20.0,26.45,7.0,2,3,0,35.831872838068,128.748223587929,644.0,750.0,65.0,717.0,1153.0,77.0,191.0,1,1,0,,0.31005841196162826,0.13768221769710268,0,0,1,0
100,30.0,30.0,6.0,3,4,0,35.8224607526897,128.756312540823,1568.0,190.0,87.0,237.0,2211.0,75.0,250.0,1,1,0,,-0.1447727215192397,0.031844018715572256,0,0,1,0
100,23.0,30.0,6.0,1,3,0,35.8217859014161,128.757655941286,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0,1,1,0,,0.5559456422180351,-0.17891736184017737,0,0,1,0
200,30.0,21.0,6.0,2,4,0,35.8406539372605,128.756508656574,588.0,164.0,58.0,115.0,2076.0,65.0,149.0,0,1,0,,-0.45655171761603963,0.1467626693283695,1,0,0,0
200,35.0,25.0,6.0,1,3,0,35.840366392,128.754282048211,473.0,115.0,33.0,249.0,1880.0,144.0,87.0,0,1,0,,-0.2441555351466251,-0.06790939867502067,1,0,0,0
200,35.0,20.0,6.0,2,4,0,35.8396585497473,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,0,1,0,,-0.46218378927163095,0.19111883201885882,1,0,0,0
200,38.0,27.0,6.0,4,4,0,35.8407644449356,128.756654522964,605.0,167.0,62.0,119.0,2093.0,75.0,140.0,1,1,0,,-0.42195138864282666,0.1449279584818726,1,0,0,0
200,35.0,23.14,6.0,2,4,0,35.8396585497466,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,1,1,0,,-0.46218378927163095,0.19111883201885882,1,0,0,0
200,35.0,29.75,6.0,3,4,0,35.8396585497466,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,1,1,0,,-0.46218378927163095,0.19111883201885882,1,0,0,0
150,30.0,29.75,16.0,2,3,0,35.838846448385,128.751281447661,319.0,216.0,95.0,290.0,1564.0,103.0,306.0,1,1,0,,0.0360845839509834,-0.36166307213855436,0,0,1,0
200,35.0,29.75,23.0,3,3,0,35.842205425566,128.751155317314,677.0,365.0,108.0,566.0,1743.0,0.0,117.0,1,1,0,,0.38578544395962866,-0.055901058417250266,0,0,1,0
200,30.0,26.44,11.0,2,4,0,35.8405656533684,128.756210997979,565.0,152.0,41.0,126.0,2047.0,47.0,173.0,1,1,0,,-0.5172579577371907,0.1438072437672589,1,0,0,0
70,22.0,26.44,6.0,4,4,0,35.82959027129198,128.76286012124353,1169.0,1168.0,220.0,1169.0,2494.0,870.0,95.0,1,1,0,,0.27714963386021935,0.12148293478715635,0,1,0,0
100,27.0,30.0,6.0,3,3,0,35.8210894960107,128.755425391668,1705.0,41.0,55.0,88.0,2230.0,66.0,79.0,1,1,0,,-0.47755656957260867,0.07968402604903016,0,1,0,0
200,35.0,40.0,6.0,2,4,0,35.8226990668376,128.757023711806,1556.0,239.0,156.0,302.0,2252.0,119.0,304.0,1,1,0,,0.45572228634136236,-0.14397756908368062,0,0,1,0
100,23.0,29.75,6.0,1,3,0,35.8217877144119,128.757655206755,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0,0,1,0,,0.5559456422180351,-0.17891736184017737,0,0,1,0
150,30.0,24.0,6.0,3,4,0,35.8408836406352,128.756742368458,621.0,166.0,73.0,128.0,2106.0,75.0,139.0,1,1,0,,-0.37644993190731624,0.10522326328732064,1,0,0,0
200,35.0,36.0,6.0,3,4,0,35.8388555696721,128.765496304927,1175.0,164.0,76.0,285.0,2781.0,32.0,99.0,0,0,0,,0.008085563161399856,0.2910508352882828,0,1,0,0
100,21.0,24.0,6.0,3,4,0,35.8407451933486,128.765130367788,1213.0,52.0,106.0,103.0,2806.0,59.0,90.0,1,0,0,,-0.04754130527405875,0.22017974533770904,0,1,0,0
200,36.0,27.0,6.0,2,3,0,35.8388113370622,128.754342753277,312.0,64.0,54.0,92.0,1817.0,85.0,207.0,0,1,0,,-0.5340485671814078,-0.08678686293130064,1,0,0,0
200,32.0,27.0,6.0,2,3,0,35.8429280801075,128.755610114606,780.0,151.0,76.0,377.0,2122.0,140.0,248.0,1,1,0,,0.07828377131813279,-0.14197266861281846,0,0,1,0
200,36.0,30.0,6.0,3,4,1,35.8201267977376,128.756235002186,1821.0,90.0,71.0,183.0,2353.0,183.0,71.0,1,1,0,,0.01830752118789778,0.08613026401980815,0,0,0,1
100,37.0,27.0,6.0,4,4,1,35.8376934184071,128.75887161836,565.0,431.0,53.0,200.0,2170.0,125.0,262.0,0,1,0,,0.271384027272139,0.4921599443539942,0,0,0,1
200,39.0,27.0,6.0,4,4,0,35.8407644449349,128.756654522964,605.0,167.0,62.0,119.0,2093.0,75.0,140.0,0,1,0,,-0.42195138864282666,0.1449279584818726,1,0,0,0
100,20.0,23.14,6.0,4,4,0,35.8389574108093,128.765679283227,1194.0,158.0,81.0,282.0,2799.0,35.0,84.0,0,1,0,,0.02011325308419111,0.2819270596093781,1,0,0,0
100,25.0,29.0,6.0,1,4,0,35.84308389377051,128.7639511735884,1254.0,327.0,76.0,140.0,2799.0,116.0,143.0,0,1,0,,0.2343929896219156,0.5770987772307407,0,1,0,0
150,32.0,36.36,6.0,3,4,0,35.84125625378107,128.76469867628782,1202.0,113.0,53.0,52.0,2787.0,70.0,83.0,0,0,0,,-0.16370455075919368,0.4027227947146753,0,1,0,0
150,28.0,23.14,6.0,3,4,0,35.8386476187496,128.765745788908,1191.0,192.0,46.0,315.0,2797.0,0.0,81.0,1,0,0,,0.031725514712209746,0.32554428891088844,0,1,0,0
300,38.0,39.67,6.0,3,4,0,35.8425863621595,128.758937612332,890.0,359.0,174.0,271.0,2366.0,97.0,106.0,0,1,0,,0.5400589582515434,0.0889201995284052,0,1,0,0
100,20.0,16.52,6.0,2,5,0,35.84115378863239,128.76308503311344,1070.0,202.0,89.0,92.0,2646.0,43.0,92.0,1,0,0,,-0.06784285543087434,0.425245814692935,0,1,0,0
200,35.0,36.36,6.0,3,5,0,35.8427665794487,128.764014533974,1238.0,292.0,44.0,105.0,2790.0,108.0,135.0,0,0,0,,0.10214725055561578,0.6065887376322953,0,1,0,0
200,38.0,30.0,6.0,1,3,0,35.8233721263762,128.754297057324,1441.0,154.0,146.0,271.0,2003.0,151.0,238.0,1,1,0,,0.30472511581236944,-0.2901065105193515,0,0,1,0
200,37.0,26.45,7.0,2,3,0,35.8398698692771,128.752121022971,405.0,156.0,139.0,322.0,1681.0,46.0,206.0,0,1,0,,0.14136136913484473,-0.5150434292993269,0,0,1,0
200,38.0,26.45,6.0,3,4,0,35.8404779001747,128.756894002318,592.0,203.0,26.0,81.0,2100.0,69.0,110.0,1,1,0,,-0.410684748248293,0.33434386036134367,1,0,0,0
200,40.0,40.0,6.0,2,3,0,35.8435113091969,128.752584508444,805.0,311.0,257.0,588.0,1933.0,181.0,251.0,0,1,0,,0.5093087474803116,-0.0340562543606289,0,0,1,0
200,35.0,27.0,6.0,3,4,0,35.8398100288197,128.762434433632,949.0,241.0,39.0,198.0,2543.0,202.0,68.0,1,1,0,,0.19576625842348971,0.3190627765165083,0,1,0,0
100,30.0,33.05,6.0,2,3,0,35.8385750023738,128.754032105073,277.0,78.0,56.0,100.0,1781.0,75.0,176.0,1,1,0,,-0.5479749654698772,-0.1056099936532623,1,0,0,0
200,38.0,36.36,6.0,2,2,0,35.8390630602211,128.75159796334,330.0,185.0,110.0,288.0,1600.0,65.0,302.0,1,1,0,,-0.00810753183275012,-0.45585126755984345,0,0,1,0
100,25.0,30.0,6.0,2,3,0,35.8219436219796,128.755694149075,1614.0,125.0,42.0,157.0,2195.0,56.0,177.0,1,1,0,,-0.49881803642831546,0.14377098252078505,1,0,0,0
50,20.0,29.75,6.0,2,4,0,35.8250387132259,128.728771113711,1003.0,283.0,117.0,349.0,1073.0,33.0,248.0,1,1,0,,0.26167269726271286,-0.30449137475411914,0,0,1,0
200,34.0,24.0,6.0,2,4,0,35.8407973513946,128.755593140382,560.0,101.0,31.0,185.0,2008.0,23.0,152.0,1,1,0,,-0.5187563273738104,0.02216143541031332,1,0,0,0
80,25.0,26.45,6.0,3,3,0,35.8384899302111,128.754131271393,272.0,91.0,63.0,88.0,1786.0,88.0,168.0,0,1,0,,-0.5005078649908405,-0.0962302762437378,1,0,0,0
150,35.0,29.75,21.0,2,3,0,35.8417424315828,128.753422440646,610.0,155.0,204.0,406.0,1885.0,37.0,83.0,0,1,0,,0.47021788996093655,-0.3909015907552218,0,0,1,0
200,38.0,27.0,6.0,2,4,0,35.8408652469186,128.756533569361,608.0,151.0,77.0,134.0,2088.0,63.0,155.0,0,1,0,,-0.400854493780109,0.047371845599857854,1,0,0,0
100,23.0,30.0,6.0,1,3,0,35.8217877144126,128.757655206755,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0,1,1,0,,0.5559456422180351,-0.17891736184017737,0,0,1,0
200,33.0,20.0,6.0,3,3,0,35.8389809379283,128.754144629484,322.0,52.0,30.0,118.0,1807.0,63.0,222.0,0,1,0,,-0.5800521960018981,-0.05902684689356255,1,0,0,0
100,28.0,30.0,6.0,2,4,0,35.8220032884981,128.756741498756,1625.0,160.0,126.0,236.0,2271.0,43.0,226.0,1,1,0,,0.00881949434626561,-0.09567277954043109,0,0,1,0
200,38.0,26.45,6.0,2,4,0,35.8400172864544,128.755979006324,502.0,148.0,61.0,116.0,2004.0,42.0,194.0,0,1,0,,-0.4875293749497386,0.07003571992056437,1,0,0,0
100,35.0,35.05,6.0,3,3,0,35.8381763534472,128.750849942273,278.0,276.0,82.0,269.0,1498.0,43.0,296.0,1,1,0,,0.0046725913100509765,-0.17722498489352492,0,0,1,0
200,30.0,29.75,6.0,3,4,0,35.8306016266432,128.704572286439,1140.0,230.0,104.0,425.0,1011.0,82.0,60.0,0,1,0,,0.2632104119797307,-0.3746961470353919,1,0,0,0
200,35.0,36.36,6.0,2,3,0,35.8394776528494,128.753581859678,362.0,31.0,0.0,193.0,1782.0,48.0,179.0,1,1,0,,-0.4856601338661159,-0.04975919763926267,1,0,0,0
100,30.0,33.05,6.0,3,3,0,35.8409511039164,128.753030730161,520.0,202.0,157.0,354.0,1810.0,72.0,76.0,1,1,0,,0.3744468055419399,-0.48263503016967746,0,0,1,0
100,35.0,33.05,7.0,3,3,0,35.8378143531176,128.751506539883,210.0,247.0,37.0,197.0,1538.0,62.0,226.0,1,1,0,,-0.25898646396464536,0.0006526376062916809,1,0,0,0
200,33.0,20.0,7.0,1,3,0,35.8388961375337,128.754243691486,317.0,58.0,42.0,105.0,1812.0,73.0,215.0,0,1,0,,-0.5716654294798255,-0.07455203150921057,1,0,0,0
100,38.0,20.0,6.0,2,3,0,35.83850842774,128.754524549134,290.0,94.0,61.0,57.0,1821.0,114.0,180.0,0,1,0,,-0.41629059250898914,-0.0269647656683889,1,0,0,0
100,35.0,20.0,6.0,2,3,0,35.83850842774,128.754524549134,290.0,94.0,61.0,57.0,1821.0,114.0,180.0,0,1,0,,-0.41629059250898914,-0.0269647656683889,1,0,0,0
200,33.0,37.5,6.0,3,4,0,35.8395343623326,128.765908651596,1231.0,114.0,33.0,243.0,2835.0,81.0,97.0,1,1,0,,-0.09070284456009135,0.3435382250234763,0,1,0,0
150,32.0,25.5,6.0,2,4,0,35.8395372918298,128.756383544499,482.0,166.0,40.0,82.0,2017.0,40.0,176.0,1,0,0,,-0.49208092642403106,0.19676437193627921,1,0,0,0
100,25.0,25.5,6.0,1,4,0,35.8378043541194,128.756604515646,378.0,253.0,65.0,148.0,1975.0,155.0,239.0,1,0,0,,0.00817272194733943,0.18738658392599164,0,0,1,0
100,22.0,26.45,6.0,2,4,0,35.8220226163625,128.757742927794,1645.0,226.0,215.0,319.0,2346.0,128.0,292.0,1,1,0,,0.5843582265972371,-0.16203520212688566,0,0,1,0
50,20.0,26.45,6.0,2,3,0,35.8160246206736,128.762855721019,2426.0,290.0,105.0,613.0,3104.0,235.0,89.0,1,1,0,,0.4133582420059837,0.20092820763084113,0,1,0,0
100,23.0,25.5,6.0,3,4,1,35.8420078283411,128.763173994054,1127.0,256.0,65.0,55.0,2688.0,57.0,75.0,1,0,0,,-0.02315788604321536,0.5774113235405334,0,0,0,1
100,23.0,28.5,6.0,2,4,0,35.8396388223515,128.765619133128,1210.0,88.0,17.0,217.0,2813.0,59.0,123.0,1,0,0,,-0.14754561945831815,0.32577486036011244,0,1,0,0
100,20.0,26.45,6.0,4,4,0,35.839021962087,128.765082331021,1144.0,140.0,101.0,253.0,2749.0,46.0,98.0,1,0,0,,0.0259427363767069,0.21397471615014274,0,1,0,0
50,20.0,26.45,6.0,3,3,0,35.8162108958394,128.762971582977,2410.0,305.0,112.0,637.0,3100.0,242.0,74.0,1,1,0,,0.40926157818619585,0.19566681978949646,0,1,0,0
50,20.0,25.5,6.0,3,3,0,35.8438786543174,128.751839890041,850.0,389.0,224.0,665.0,1906.0,174.0,212.0,1,1,0,,0.4855166188433366,0.0025270009838969545,0,0,1,0
100,25.0,26.45,6.0,2,3,0,35.842516156933,128.754451803174,709.0,117.0,167.0,393.0,2009.0,117.0,159.0,1,1,0,,0.40398955101249,-0.42229738158210234,0,0,1,0
100,30.0,37.5,6.0,2,4,0,35.8401811289406,128.764078677689,1101.0,88.0,109.0,108.0,2697.0,52.0,55.0,1,0,0,,-0.07896501773936564,0.21532555691317076,0,1,0,0
200,37.0,25.5,6.0,2,4,0,35.8397517838038,128.762295361595,934.0,255.0,47.0,201.0,2529.0,214.0,79.0,1,1,0,,0.24004836412877534,0.3008491691060983,0,1,0,0
200,35.0,25.5,6.0,2,4,0,35.8401738381707,128.756716863726,556.0,215.0,19.0,63.0,2072.0,102.0,125.0,1,0,0,,-0.32279459163013163,0.35178809202590783,0,1,0,0
100,27.0,26.45,6.0,1,3,0,35.8398574463641,128.75104470873,430.0,245.0,208.0,387.0,1595.0,108.0,287.0,1,1,0,,0.5964746652480432,-0.3964829668772319,0,0,1,0
200,32.0,25.5,6.0,2,3,0,35.8429280801082,128.755610114606,780.0,151.0,76.0,377.0,2122.0,140.0,248.0,1,1,0,,0.07828377131813277,-0.1419726686128184,0,0,1,0
70,25.0,25.5,6.0,2,4,0,35.8403675197964,128.755161127221,500.0,125.0,26.0,197.0,1952.0,82.0,138.0,1,0,0,,-0.5121898041464945,0.014812986492124503,1,0,0,0
100,20.0,25.5,6.0,2,4,0,35.8399846055701,128.76423745217,1106.0,80.0,132.0,130.0,2704.0,60.0,77.0,1,1,0,,0.027262949349530528,0.1397333606538213,0,1,0,0
150,35.0,25.5,6.0,3,3,0,35.8393894880839,128.752824713704,346.0,76.0,67.0,239.0,1715.0,63.0,209.0,1,1,0,,-0.44329747957116344,-0.32554308283815514,1,0,0,0
100,34.0,27.5,6.0,2,3,0,35.8396288417772,128.752137965634,378.0,143.0,128.0,306.0,1671.0,19.0,223.0,1,1,0,,0.03133479271776178,-0.44302418703841556,0,0,1,0
200,35.0,26.45,6.0,3,3,0,35.8394776528487,128.753581859678,362.0,31.0,0.0,193.0,1782.0,48.0,179.0,1,1,0,,-0.4856601338661159,-0.04975919763926267,1,0,0,0
200,35.0,25.5,6.0,2,4,0,35.838730296104,128.755171531912,343.0,89.0,34.0,58.0,1884.0,117.0,222.0,1,1,0,,-0.44468935504432716,0.057209699949193386,1,0,0,0
100,32.0,25.5,6.0,1,3,0,35.8387293223314,128.751811628699,289.0,173.0,73.0,248.0,1602.0,67.0,263.0,1,1,0,,-0.2788584525291486,-0.3086939704091368,0,0,1,0
100,35.0,26.45,6.0,2,3,0,35.8385084277393,128.754524549135,290.0,94.0,61.0,57.0,1821.0,114.0,180.0,1,1,0,,-0.41629059250898914,-0.0269647656683889,1,0,0,0
100,37.0,29.75,6.0,2,4,0,35.8398171458534,128.756219505729,497.0,159.0,71.0,92.0,2015.0,50.0,178.0,1,1,0,,-0.4389388690382352,0.09282369430719234,1,0,0,0
100,35.0,29.75,6.0,2,3,0,35.8381763534465,128.750849942273,278.0,276.0,82.0,269.0,1498.0,43.0,296.0,1,1,0,,0.0046725913100509765,-0.17722498489352492,0,0,1,0
100,33.0,26.45,6.0,2,3,0,35.8379810484756,128.753082894221,191.0,145.0,37.0,110.0,1678.0,68.0,127.0,1,0,0,,-0.5254299412960242,-0.022068903936679617,1,0,0,0
200,32.0,25.5,6.0,3,3,0,35.8401294702457,128.752455534076,430.0,148.0,125.0,316.0,1721.0,80.0,164.0,0,1,0,,0.07696024730988824,-0.5198094031866836,1,0,0,0
100,25.0,26.45,6.0,1,3,0,35.8379810484756,128.753082894221,191.0,145.0,37.0,110.0,1678.0,68.0,127.0,1,1,0,,-0.5254299412960242,-0.022068903936679617,1,0,0,0
200,35.0,29.75,6.0,2,3,0,35.840881748899,128.753960832477,522.0,135.0,97.0,312.0,1880.0,135.0,23.0,1,1,0,,0.024673530952139304,-0.32656265992858047,1,0,0,0
150,32.0,25.5,6.0,2,4,0,35.838369958887,128.757900399051,511.0,321.0,123.0,106.0,2105.0,163.0,209.0,1,0,0,,0.31360812027241197,0.21962103581233874,0,1,0,0
100,35.0,25.5,7.0,2,3,0,35.8378143531176,128.751506539883,210.0,247.0,37.0,197.0,1538.0,62.0,226.0,1,1,0,,-0.25898646396464536,0.0006526376062916809,1,0,0,0
150,35.0,26.45,6.0,2,4,0,35.8387027855734,128.759251916516,636.0,430.0,70.0,137.0,2232.0,49.0,152.0,1,1,0,,0.22637051351409218,0.5643091229089965,0,1,0,0
150,35.0,25.5,6.0,3,3,0,35.8402099732176,128.754071096743,451.0,104.0,33.0,239.0,1856.0,139.0,97.0,1,1,0,,-0.285359433479483,-0.08555297862309193,1,0,0,0
200,37.0,25.5,6.0,3,4,0,35.8395527876085,128.756802879509,509.0,204.0,58.0,48.0,2053.0,58.0,143.0,1,0,0,,-0.3761776044274533,0.2774885983727224,0,1,0,0
100,35.0,26.45,7.0,2,3,0,35.8393289124989,128.752541949718,341.0,100.0,80.0,258.0,1689.0,39.0,227.0,1,1,0,,-0.3509291021125767,-0.3607497962298672,1,0,0,0
200,45.0,29.75,6.0,1,3,0,35.8395802688629,128.752860895366,367.0,82.0,66.0,249.0,1727.0,67.0,188.0,1,1,0,,-0.4311301916157356,-0.326648909533161,1,0,0,0
100,25.0,25.5,6.0,2,4,0,35.8178090422731,128.750668475567,2008.0,226.0,193.0,187.0,2172.0,78.0,112.0,1,0,0,,0.42210487134315045,-0.14960706937360518,0,1,0,0
200,38.0,25.5,6.0,2,4,0,35.8392954893512,128.758806395796,633.0,383.0,141.0,78.0,2214.0,34.0,84.0,1,0,0,,0.2986239753929918,0.3422143848062943,0,1,0,0
200,30.0,26.45,6.0,3,4,0,35.840345544790175,128.755758483703,523.0,153.0,23.0,146.0,2000.0,58.0,184.0,1,1,0,,-0.5261263677164918,0.1442197938236565,1,0,0,0
200,33.0,29.75,6.0,2,4,0,35.8402433794735,128.756656975568,558.0,206.0,23.0,72.0,2070.0,101.0,130.0,1,1,0,,-0.34829340888259513,0.3275822990209038,1,0,0,0
200,38.0,25.5,6.0,3,4,0,35.8382375042062,128.75924175123,615.0,441.0,18.0,168.0,2217.0,59.0,203.0,1,0,0,,0.18231593734522916,0.5644885046774859,0,1,0,0
200,33.0,25.5,6.0,2,4,0,35.8417682362312,128.76264476839,1073.0,272.0,107.0,44.0,2634.0,28.0,77.0,1,1,0,,0.09219844793835061,0.46699707188296213,0,1,0,0
200,37.0,25.5,6.0,2,3,0,35.8396628321723,128.752390043449,379.0,124.0,109.0,289.0,1693.0,32.0,205.0,0,1,0,,-0.1289290781689764,-0.43798254945612614,1,0,0,0
100,32.0,33.06,6.0,2,2,0,35.8389804903932,128.751216554929,335.0,220.0,111.0,306.0,1565.0,98.0,321.0,1,1,0,,0.1377021881962684,-0.4211071261175506,0,0,1,0
100,30.0,33.05,24.0,2,3,0,35.8420465808883,128.751240252321,658.0,355.0,121.0,547.0,1739.0,19.0,132.0,1,1,0,,0.42507522932298736,-0.11901294706689763,0,0,1,0
100,34.0,29.75,7.134969325153374,3,3,0,35.8378143531176,128.751506539883,210.0,247.0,37.0,197.0,1538.0,62.0,226.0,0,1,0,,-0.25898646396464536,0.0006526376062916809,1,0,0,0
100,28.0,29.75,24.0,3,3,0,35.8411683218776,128.752002061001,549.0,264.0,232.0,428.0,1743.0,31.0,168.0,0,1,0,,0.5511474108695293,-0.2709724634160105,0,0,1,0
200,37.0,29.75,26.0,1,3,0,35.8396628321716,128.752390043449,379.0,124.0,109.0,289.0,1693.0,32.0,205.0,1,1,0,,-0.12892907816897656,-0.43798254945612625,0,0,1,0
50,20.0,25.5,6.0,3,3,0,35.8432557357854,128.756503506343,843.0,219.0,81.0,376.0,2210.0,93.0,315.0,1,1,0,,0.1038056556978894,-0.038326027253895535,0,0,1,0
200,30.0,20.0,6.0,2,4,0,35.8413554331719,128.757742842764,716.0,237.0,91.0,137.0,2209.0,24.0,106.0,1,1,0,,-0.12887858718149556,0.24190739437191072,1,0,0,0
70,20.0,26.45,7.0,3,3,0,35.8380630256867,128.752602853676,200.0,158.0,72.0,145.0,1641.0,51.0,160.0,1,1,0,,-0.4146467098740084,-0.17226035901205494,1,0,0,0
200,35.0,34.0,6.0,1,3,0,35.8210255430579,128.755571581503,1713.0,27.0,55.0,100.0,2245.0,81.0,77.0,1,1,0,,-0.4464986488381993,0.06134663151175441,0,1,0,0
200,35.0,34.0,6.0,2,3,0,35.8210255430579,128.755571581503,1713.0,27.0,55.0,100.0,2245.0,81.0,77.0,1,1,0,,-0.4464986488381993,0.06134663151175441,0,1,0,0
70,22.0,25.5,7.0,2,3,0,35.8389671284182,128.753917787236,314.0,36.0,13.0,132.0,1787.0,43.0,219.0,1,0,0,,-0.5360250594865712,-0.03574903464248064,1,0,0,0
100,31.0,25.5,6.0,4,4,0,35.8383520873484,128.759472146022,639.0,457.0,39.0,175.0,2241.0,35.0,194.0,1,1,0,,0.22492069579324883,0.5524453868095298,0,1,0,0
100,23.0,27.0,6.0,3,4,0,35.8222485444037,128.757630958432,1618.0,234.0,203.0,320.0,2325.0,127.0,300.0,1,1,0,,0.5823857668427975,-0.16816302784315887,0,0,1,0
100,28.0,27.0,6.0,4,4,0,35.8376934184071,128.75887161836,565.0,431.0,53.0,200.0,2170.0,125.0,262.0,1,1,0,,0.271384027272139,0.4921599443539942,1,0,0,0
150,35.0,27.0,6.0,2,3,0,35.838827603984,128.754715952571,329.0,61.0,63.0,74.0,1849.0,117.0,219.0,0,1,0,,-0.40908662207038127,-0.06752425493453743,1,0,0,0
100,28.0,27.0,6.0,1,3,0,35.8398574463648,128.751044708729,430.0,245.0,208.0,387.0,1595.0,108.0,287.0,1,1,0,,0.5964746652480429,-0.39648296687723183,0,0,1,0
200,36.0,27.0,6.0,3,3,0,35.8388317018315,128.75313902133,285.0,61.0,19.0,185.0,1717.0,38.0,212.0,1,1,0,,-0.534559769586995,-0.09972234579386668,1,0,0,0
200,30.0,20.0,6.0,2,4,0,35.8382044997829,128.754782238973,276.0,130.0,20.0,24.0,1831.0,118.0,154.0,0,1,0,,-0.3938619650451254,0.14145451736111264,1,0,0,0
200,35.0,33.06,6.0,3,3,0,35.8214000029158,128.75563039337,1673.0,65.0,66.0,116.0,2225.0,77.0,118.0,1,1,0,,-0.45253986745982133,0.050074000671372965,0,1,0,0
200,33.0,27.0,6.0,3,3,0,35.8381491845988,128.751502171386,241.0,226.0,24.0,220.0,1551.0,49.0,243.0,0,1,0,,-0.3055844483900857,-0.009945584041514641,1,0,0,0
100,20.0,22.0,6.0,3,5,1,35.8427170069011,128.76340760983,1191.0,309.0,49.0,96.0,2737.0,54.0,81.0,1,0,0,,0.06624894670365034,0.6372954372050814,0,0,0,1
300,45.0,30.0,6.0,4,4,0,35.8386203543511,128.760216336297,713.0,473.0,109.0,219.0,2313.0,41.0,196.0,1,1,0,,0.37497251092497985,0.43807178205002045,0,1,0,0
200,38.0,20.0,6.0,3,3,0,35.8373442163176,128.751458465619,173.0,285.0,38.0,177.0,1517.0,105.0,215.0,0,1,0,,-0.10747103107373751,0.08272186144138521,1,0,0,0
200,45.0,20.0,6.0,3,3,0,35.8395600746942,128.753491376098,370.0,42.0,12.0,205.0,1778.0,55.0,171.0,0,1,0,,-0.520767708862345,-0.09212307380087914,1,0,0,0
200,37.0,25.0,6.0,3,4,0,35.8404779001747,128.756894002318,592.0,203.0,26.0,81.0,2100.0,69.0,110.0,1,1,0,,-0.41068474824829293,0.3343438603613436,1,0,0,0
200,30.0,33.05,7.0,3,3,0,35.83224825806092,128.70379139630006,961.0,208.0,91.0,360.0,826.0,116.0,193.0,0,1,0,,0.2169073071824609,-0.2949271963302632,0,0,1,0
100,30.0,25.5,6.0,2,3,0,35.8405315896811,128.754089246444,486.0,137.0,57.0,272.0,1873.0,154.0,63.0,1,1,0,,-0.10968475998100684,-0.13112953906817842,1,0,0,0
100,20.0,23.14,6.0,2,4,0,35.8415911031144,128.762464769387,1048.0,274.0,125.0,61.0,2611.0,36.0,73.0,1,1,0,,0.15129631408813496,0.41038588930735265,0,1,0,0
300,35.0,33.06,6.0,2,4,0,35.8308775408184,128.704420722583,1109.0,216.0,73.0,421.0,979.0,68.0,84.0,0,0,0,,0.15629751437734601,-0.31084127814470364,0,1,0,0
300,45.0,29.75,6.0,1,3,0,35.8233248697358,128.754404561486,1447.0,158.0,138.0,266.0,2014.0,140.0,241.0,1,1,0,,0.2463405545779003,-0.2907233809797749,0,0,1,0
200,32.0,27.0,6.0,3,4,0,35.8380116282748,128.759503912719,629.0,471.0,27.0,203.0,2234.0,65.0,232.0,0,1,0,,0.2462692411444217,0.5482316203373774,1,0,0,0
