보증금,월세,전용면적,노후도,해당층,전체층,엘리베이터,위도,경도,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m),남향,풀옵션,is_outlier,outlier_reason
200,45.0,50.0,6.0,3,4,False,35.8215617430766,128.757277242413,1684.0,162.0,188.0,262.0,2338.0,86.0,228.0,True,True,True,전용면적_high
150,35.0,29.75,26.0,1,3,False,35.8388113370622,128.754342753277,312.0,64.0,54.0,92.0,1817.0,85.0,207.0,True,True,False,None
150,32.0,29.75,27.0,1,3,False,35.8399191547018,128.75240564293,407.0,137.0,117.0,304.0,1707.0,57.0,183.0,True,True,False,None
150,30.0,29.75,27.0,1,3,False,35.8399191547018,128.75240564293,407.0,137.0,117.0,304.0,1707.0,57.0,183.0,False,True,False,None
100,31.0,33.05,27.0,1,3,False,35.8396372080349,128.75314579383,375.0,65.0,43.0,233.0,1753.0,70.0,172.0,True,True,False,None
200,36.0,29.75,11.0,2,3,False,35.8382692602157,128.75026854551,322.0,321.0,130.0,318.0,1454.0,18.0,348.0,True,True,False,None
100,24.0,30.0,6.0,3,3,False,35.8209350246449,128.756986596002,1746.0,114.0,163.0,227.0,2355.0,109.0,172.0,True,True,False,None
150,32.0,36.36,6.0,3,4,False,35.8412567991202,128.764698356347,1202.0,113.0,53.0,52.0,2787.0,70.0,83.0,True,True,False,None
150,35.0,33.05,19.0,1,3,False,35.83736659372098,128.7514255364471,177.0,286.0,35.0,181.0,1515.0,104.0,218.0,True,True,False,None
150,32.0,20.0,6.0,3,3,False,35.8429280801082,128.755610114606,780.0,151.0,76.0,377.0,2122.0,140.0,248.0,True,True,False,None
100,27.0,27.0,6.0,3,4,False,35.8234871028861,128.753871606094,1425.0,139.0,173.0,289.0,1964.0,188.0,225.0,True,True,False,None
50,15.0,23.14,6.0,2,3,False,35.842727222319,128.754555173491,733.0,133.0,159.0,405.0,2030.0,133.0,184.0,False,True,True,월세_low
100,20.0,26.45,6.0,4,4,False,35.8383906317526,128.764628660042,1087.0,213.0,117.0,311.0,2693.0,105.0,27.0,True,True,False,None
300,42.0,46.28,6.0,4,4,True,35.8295797419104,128.739537499822,522.0,158.0,145.0,323.0,525.0,187.0,195.0,True,True,True,전용면적_high
100,26.0,40.0,6.0,2,4,False,35.826258389293,128.727637283352,869.0,431.0,87.0,179.0,1032.0,137.0,152.0,True,False,False,None
200,40.0,49.59,6.0,3,4,False,35.8152659054432,128.72782200727,2089.0,27.0,248.0,481.0,2089.0,128.0,56.0,False,False,True,전용면적_high
200,37.0,39.67,6.0,2,4,False,35.8097727727184,128.759394575472,3005.0,119.0,28.0,110.0,3362.0,75.0,135.0,True,True,False,None
200,37.0,39.67,6.0,2,4,False,35.8146785529927,128.753589965468,2403.0,215.0,86.0,260.0,2608.0,110.0,94.0,False,False,False,None
200,43.0,23.14,6.0,4,4,False,35.836833084903,128.751867313671,109.0,308.0,26.0,131.0,1535.0,146.0,175.0,True,True,False,None
200,37.0,26.45,6.0,2,4,False,35.837686182582,128.75208339349,172.0,219.0,53.0,147.0,1583.0,52.0,173.0,True,True,False,None
200,37.0,30.0,6.0,2,4,False,35.8372434676927,128.752385623607,116.0,246.0,32.0,96.0,1593.0,105.0,130.0,True,True,False,None
100,35.0,26.45,6.0,1,3,False,35.838167907989295,128.75085440468092,277.0,276.0,81.0,268.0,1498.0,43.0,296.0,True,True,False,None
200,33.0,23.14,6.0,3,4,False,35.8400589135422,128.756077977503,511.0,158.0,62.0,108.0,2014.0,51.0,184.0,True,True,False,None
200,35.0,39.67,6.0,3,3,False,35.8217877144126,128.757655206755,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0,True,True,False,None
300,40.0,36.3,6.0,3,4,False,35.8217132856433,128.758129225336,1688.0,238.0,255.0,341.0,2394.0,160.0,302.0,False,True,False,None
100,28.0,25.5,6.0,2,3,False,35.840482791565,128.753184990027,469.0,148.0,118.0,303.0,1798.0,101.0,89.0,True,False,False,None
150,28.0,33.06,6.0,3,3,False,35.8416575081029,128.751534717912,610.0,325.0,166.0,497.0,1736.0,70.0,177.0,False,True,False,None
100,28.0,29.75,6.0,1,3,False,35.8428437694685,128.754380220341,743.0,152.0,177.0,425.0,2023.0,152.0,193.0,True,True,False,None
200,35.0,26.45,6.0,2,3,False,35.8388276039833,128.754715952571,329.0,61.0,63.0,74.0,1849.0,117.0,219.0,False,True,False,None
200,35.0,20.0,6.0,3,4,False,35.8398100288197,128.762434433632,949.0,241.0,39.0,198.0,2543.0,202.0,68.0,True,True,False,None
100,30.0,23.14,6.0,3,3,False,35.8378354646324,128.758334037256,523.0,381.0,84.0,169.0,2127.0,152.0,252.0,True,True,False,None
100,25.0,26.45,6.0,3,3,False,35.843480016794935,128.74745172266725,938.0,65.0,108.0,901.0,1587.0,39.0,48.0,False,True,False,None
50,16.0,19.83,7.0,2,3,False,35.838226349924,128.75064697051,294.0,291.0,101.0,287.0,1483.0,27.0,315.0,False,False,True,월세_low
200,35.0,20.0,6.0,1,3,False,35.8391617112148,128.752736367882,321.0,81.0,55.0,233.0,1698.0,63.0,235.0,False,True,False,None
200,35.0,20.0,6.0,1,3,False,35.8394751077968,128.752725003588,356.0,88.0,77.0,252.0,1711.0,53.0,204.0,False,True,False,None
200,33.0,26.45,6.0,3,3,False,35.8389809379276,128.754144629484,322.0,52.0,30.0,118.0,1807.0,63.0,222.0,False,True,False,None
150,32.0,26.45,6.0,2,4,False,35.8386689234398,128.758481141697,573.0,362.0,94.0,87.0,2165.0,104.0,159.0,True,True,False,None
200,35.0,26.45,6.0,3,3,False,35.8394776528494,128.753581859678,362.0,31.0,0.0,193.0,1782.0,48.0,179.0,False,True,False,None
200,38.0,26.45,6.0,3,3,False,35.8373442163169,128.75145846562,173.0,285.0,38.0,177.0,1517.0,105.0,215.0,False,True,False,None
200,38.0,26.45,6.0,1,3,False,35.8385084277393,128.754524549135,290.0,94.0,61.0,57.0,1821.0,114.0,180.0,True,True,False,None
150,36.0,29.75,11.0,3,3,False,35.8388276039833,128.754715952571,329.0,61.0,63.0,74.0,1849.0,117.0,219.0,True,True,False,None
200,35.0,29.75,13.0,4,4,False,35.8387171285435,128.75527715104,348.0,97.0,34.0,59.0,1892.0,109.0,224.0,True,True,False,None
100,30.0,29.75,26.0,2,3,False,35.8412074083334,128.752399014115,550.0,249.0,220.0,409.0,1776.0,30.0,132.0,True,True,False,None
100,27.0,29.75,7.134969325153374,2,3,False,35.8411683218776,128.752002061001,549.0,264.0,232.0,428.0,1743.0,31.0,168.0,True,True,False,None
300,45.0,49.59,6.0,3,4,True,35.8242038431006,128.73590121272,1195.0,139.0,73.0,62.0,978.0,99.0,78.0,True,False,True,전용면적_high
200,35.0,20.0,6.0,3,3,False,35.8399592628338,128.753424133811,413.0,86.0,56.0,243.0,1791.0,100.0,129.0,False,True,False,None
100,25.0,26.44,11.0,1,4,False,35.8405656533684,128.756210997979,565.0,152.0,41.0,126.0,2047.0,47.0,173.0,True,True,False,None
200,32.0,33.06,24.0,2,3,False,35.8435981662031,128.74944458189,870.0,225.0,73.0,783.0,1723.0,45.0,110.0,True,True,False,None
100,30.0,29.75,6.0,1,3,False,35.8212824087436,128.756228377476,1695.0,68.0,117.0,163.0,2277.0,56.0,135.0,True,True,False,None
70,25.0,33.0,6.0,3,3,False,35.8432845895802,128.750254028479,814.0,304.0,89.0,710.0,1754.0,58.0,68.0,False,False,False,None
70,22.0,33.0,6.0,3,3,False,35.8434848130169,128.749400699576,860.0,224.0,71.0,776.0,1712.0,54.0,101.0,False,False,False,None
100,35.0,33.05,6.0,3,3,False,35.84066010522546,128.75519878373206,531.0,108.0,52.0,207.0,1969.0,62.0,124.0,True,False,False,None
100,30.0,30.0,6.0,2,3,False,35.8214473669905,128.75585482681,1671.0,71.0,81.0,137.0,2239.0,58.0,131.0,True,True,False,None
60,21.0,20.0,7.0,2,3,False,35.8394036377066,128.759574723052,698.0,453.0,111.0,146.0,2283.0,39.0,92.0,False,True,False,None
100,23.0,33.06,17.0,3,4,False,35.8406102004132,128.765517046792,1239.0,56.0,94.0,141.0,2834.0,65.0,125.0,True,False,False,None
200,45.0,50.0,6.0,4,4,False,35.8220003120346,128.756747850547,1626.0,160.0,127.0,237.0,2271.0,43.0,226.0,True,True,True,전용면적_high
200,45.0,50.0,6.0,4,4,False,35.8220032884988,128.756741498756,1625.0,160.0,126.0,236.0,2271.0,43.0,226.0,True,True,True,전용면적_high
200,40.0,50.0,6.0,2,4,False,35.8224607526897,128.756312540823,1568.0,190.0,87.0,237.0,2211.0,75.0,250.0,True,True,True,전용면적_high
200,40.0,50.0,6.0,3,4,False,35.8224607526897,128.756312540823,1568.0,190.0,87.0,237.0,2211.0,75.0,250.0,True,True,True,전용면적_high
200,30.0,33.06,6.0,2,4,False,35.8192741435723,128.748901406687,1794.0,159.0,73.0,390.0,1945.0,151.0,34.0,True,False,False,None
