보증금,월세,전용면적,노후도,해당층,전체층,엘리베이터,위도,경도,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m),남향,풀옵션,is_outlier,outlier_reason,PC1,PC2,PC3,PC4,cluster
70,26.0,29.8,18.0,3,3,False,35.8430521238295,128.751043891861,771.0,379.0,111.0,648.0,1792.0,95.0,103.0,True,True,False,,1.5848708307250572,-0.953385007629182,-1.5244240191635268,-0.5356110400143831,3
200,35.0,29.75,6.0,2,3,False,35.8216829867977,128.757699478556,1680.0,202.0,219.0,303.0,2363.0,122.0,267.0,True,True,False,,1.710041194686486,-0.3935185287261791,2.215742616077113,-0.5406222561897917,3
100,35.0,45.0,6.0,2,3,False,35.8410914635926,128.752310471508,538.0,242.0,213.0,404.0,1762.0,15.0,140.0,True,True,False,,0.44223472265018987,-1.1092934434325896,0.24539954745739972,-1.2784511560392269,3
70,24.0,25.0,6.0,1,3,False,35.8414502710287,128.750871773602,602.0,353.0,140.0,521.0,1674.0,88.0,153.0,True,True,False,,1.092900730870933,-1.3788990465070456,-0.7903813157774835,-0.5940200557497453,3
100,33.0,40.0,6.0,2,3,False,35.8441644711397,128.751779439735,882.0,414.0,243.0,691.0,1922.0,175.0,229.0,True,False,False,,3.223625072632006,-2.385494590933749,0.38425087597894647,-0.46756699318953815,2
100,28.0,39.67,6.0,3,4,False,35.8209179957395,128.755500503311,1724.0,23.0,42.0,93.0,2247.0,80.0,64.0,True,True,False,,-0.6122552518030616,2.392629073181151,0.13639217599425005,0.6818448794418993,3
70,24.0,29.8,6.0,2,4,False,35.8441644711397,128.751779439735,882.0,414.0,243.0,691.0,1922.0,175.0,229.0,True,True,False,,3.223625072632006,-2.385494590933749,0.38425087597894647,-0.46756699318953815,3
100,30.0,26.45,6.0,3,4,False,35.831214370779,128.747506021287,663.0,694.0,117.0,814.0,1099.0,138.0,193.0,False,True,False,,2.766259464457992,-3.2964604711626793,-2.5202970311649158,-0.9261158924291594,1
100,30.0,23.14,6.0,4,4,False,35.838713082922176,128.75153482277014,296.0,197.0,73.0,265.0,1578.0,77.0,279.0,True,True,False,,-0.9498120129722369,-1.4444492185331737,0.44851009015691123,-0.07585509583225168,3
100,27.0,26.45,6.0,2,4,False,35.8313621998425,128.747577318116,661.0,697.0,112.0,798.0,1103.0,128.0,195.0,False,True,False,,2.6262255122767186,-3.2521876153100706,-2.5369575694227415,-1.04221802413968,1
200,36.0,26.45,6.0,3,3,False,35.8393880693448,128.752823133119,346.0,76.0,68.0,239.0,1715.0,62.0,209.0,False,True,False,,-1.3251656255146527,-0.5011610762149789,0.4427956901568587,0.24894821474786005,1
70,23.0,23.14,7.0,2,3,False,35.8376689792033,128.751372092862,205.0,266.0,52.0,199.0,1522.0,81.0,231.0,False,True,False,,-1.0564248756335242,-1.17676383165107,-0.3894906156967497,-0.057782652008757554,1
100,36.0,33.06,6.0,3,3,False,35.8383798984346,128.754983091078,302.0,115.0,20.0,19.0,1855.0,144.0,179.0,True,True,False,,-1.4393948555370324,0.2694231351562576,-0.12406974840358699,1.2502429698827033,3
100,20.0,26.45,6.0,2,4,False,35.8390930943176,128.764834682173,1124.0,133.0,109.0,238.0,2729.0,41.0,91.0,False,False,False,,0.08431007235891343,1.5919088009133298,0.24814392687039197,-0.7915330150258485,2
100,35.0,39.67,6.0,3,3,False,35.8216305867655,128.755797898009,1650.0,90.0,70.0,142.0,2223.0,53.0,147.0,True,True,False,,-0.4585152769736795,1.4620293404112346,0.6729261687647606,-0.12471558783621871,3
150,33.0,26.45,7.0,3,3,False,35.839797029903,128.752944572847,391.0,91.0,67.0,259.0,1744.0,82.0,164.0,True,True,False,,-0.9936342590167128,-0.22456070237476114,0.011867170345994424,0.4990959786641496,3
100,26.0,25.5,7.0,3,3,False,35.8399842780487,128.752821423436,412.0,114.0,89.0,281.0,1744.0,85.0,152.0,True,True,False,,-0.6736276494245969,-0.31976840097527626,-0.027566703807972253,0.4038302475317244,3
200,32.0,25.5,6.0,2,4,False,35.8391162251672,128.751771111457,331.0,169.0,116.0,282.0,1616.0,50.0,287.0,True,False,False,,-0.8653407053723193,-1.5856284228779238,0.9753094052526557,-0.4711118607592376,2
100,33.0,29.75,14.0,2,3,False,35.8396355519947,128.750626812708,424.0,276.0,201.0,394.0,1550.0,138.0,332.0,True,True,False,,0.9041266491424736,-2.756740389608003,1.4265097267834514,-0.1476080994816238,3
200,45.0,33.05,26.0,3,3,False,35.8393226755748,128.753160894204,340.0,45.0,39.0,210.0,1740.0,39.0,204.0,False,True,False,,-1.8340717812485294,-0.18117394452857666,0.35125016386424285,0.17640724196339333,1
200,45.0,33.05,26.0,2,3,False,35.8393226755748,128.753160894204,340.0,45.0,39.0,210.0,1740.0,39.0,204.0,True,True,False,,-1.8340717812485294,-0.18117394452857666,0.35125016386424285,0.17640724196339333,3
100,27.0,25.5,7.0,1,3,False,35.8392456786841,128.752638724298,331.0,90.0,68.0,245.0,1693.0,51.0,230.0,True,True,False,,-1.394059672500256,-0.6976024536002166,0.5393528832771315,0.04010040975172667,3
100,20.0,26.45,7.0,2,3,False,35.831872838068,128.748223587929,644.0,750.0,65.0,717.0,1153.0,77.0,191.0,True,True,False,,1.9088719363318385,-2.8789177169370084,-3.0482341999973053,-1.6965175286610963,3
100,30.0,30.0,6.0,3,4,False,35.8224607526897,128.756312540823,1568.0,190.0,87.0,237.0,2211.0,75.0,250.0,True,True,False,,0.16695890244280984,0.2754112898055987,1.100878202777472,-0.49871692575440074,3
100,23.0,30.0,6.0,1,3,False,35.8217859014161,128.757655941286,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0,True,True,False,,1.6148504609220942,-0.3964906038322393,2.172947241630577,-0.5846322334650071,3
200,30.0,21.0,6.0,2,4,False,35.8406539372605,128.756508656574,588.0,164.0,58.0,115.0,2076.0,65.0,149.0,False,True,False,,-1.0379233986957876,0.5278107731669859,-0.15144540792302547,-0.09442262483979501,1
200,35.0,25.0,6.0,1,3,False,35.840366392,128.754282048211,473.0,115.0,33.0,249.0,1880.0,144.0,87.0,False,True,False,,-0.5163158101026207,0.5500156298753609,-0.8965906076307611,1.3117327414878512,1
200,35.0,20.0,6.0,2,4,False,35.8396585497473,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,False,True,False,,-1.3276681602987852,0.38490935509942004,-0.09698178076227779,-0.23252823040867193,1
200,38.0,27.0,6.0,4,4,False,35.8407644449356,128.756654522964,605.0,167.0,62.0,119.0,2093.0,75.0,140.0,True,True,False,,-0.8902474172222132,0.575432845418805,-0.20029862484302147,0.00615613808653433,3
200,35.0,23.14,6.0,2,4,False,35.8396585497466,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,True,True,False,,-1.3276681602987852,0.38490935509942004,-0.09698178076227779,-0.23252823040867193,3
200,35.0,29.75,6.0,3,4,False,35.8396585497466,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,True,True,False,,-1.3276681602987852,0.38490935509942004,-0.09698178076227779,-0.23252823040867193,3
150,30.0,29.75,16.0,2,3,False,35.838846448385,128.751281447661,319.0,216.0,95.0,290.0,1564.0,103.0,306.0,True,True,False,,-0.5228058833803733,-1.823985484703066,0.7298780266838759,0.04524072678228543,3
200,35.0,29.75,23.0,3,3,False,35.842205425566,128.751155317314,677.0,365.0,108.0,566.0,1743.0,0.0,117.0,True,True,False,,0.5269460255186947,-0.8927733475580191,-1.3330583955283726,-1.5694239857592276,3
200,30.0,26.44,11.0,2,4,False,35.8405656533684,128.756210997979,565.0,152.0,41.0,126.0,2047.0,47.0,173.0,True,True,False,,-1.3443912626672747,0.42545849842592703,-0.05823455550008961,-0.24448781107751133,3
70,22.0,26.44,6.0,4,4,False,35.82959027129198,128.76286012124353,1169.0,1168.0,220.0,1169.0,2494.0,870.0,95.0,True,True,False,,12.13707103763865,-3.4760622935537704,-4.291895743645977,4.855325988588887,2
100,27.0,30.0,6.0,3,3,False,35.8210894960107,128.755425391668,1705.0,41.0,55.0,88.0,2230.0,66.0,79.0,True,True,False,,-0.6262918950271669,2.1908610927986585,0.2759121451823795,0.39604290026712513,3
200,35.0,40.0,6.0,2,4,False,35.8226990668376,128.757023711806,1556.0,239.0,156.0,302.0,2252.0,119.0,304.0,True,True,False,,1.1985917061666624,-0.6055856191677335,1.8001429113082021,-0.5161913743602277,3
100,23.0,29.75,6.0,1,3,False,35.8217877144119,128.757655206755,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0,False,True,False,,1.6148504609220942,-0.3964906038322393,2.172947241630577,-0.5846322334650071,1
150,30.0,24.0,6.0,3,4,False,35.8408836406352,128.756742368458,621.0,166.0,73.0,128.0,2106.0,75.0,139.0,True,True,False,,-0.7791135010894208,0.5414500367412574,-0.11796485914757733,-0.03290872228198203,3
200,35.0,36.0,6.0,3,4,False,35.8388555696721,128.765496304927,1175.0,164.0,76.0,285.0,2781.0,32.0,99.0,False,False,False,,0.06147853162614168,1.6533018011123204,-0.062222802419911134,-0.9754777900770493,2
100,21.0,24.0,6.0,3,4,False,35.8407451933486,128.765130367788,1213.0,52.0,106.0,103.0,2806.0,59.0,90.0,True,False,False,,-0.3023177669648523,2.1239748668819978,0.7282596826941448,-0.29321252731000175,2
200,36.0,27.0,6.0,2,3,False,35.8388113370622,128.754342753277,312.0,64.0,54.0,92.0,1817.0,85.0,207.0,False,True,False,,-1.642056414623608,-0.08142432773935616,0.5161190904112481,0.5822434835111935,1
200,32.0,27.0,6.0,2,3,False,35.8429280801075,128.755610114606,780.0,151.0,76.0,377.0,2122.0,140.0,248.0,True,True,False,,0.28737312999159054,-0.5126867126570441,0.6920839738229578,0.47694040999638665,3
200,36.0,30.0,6.0,3,4,True,35.8201267977376,128.756235002186,1821.0,90.0,71.0,183.0,2353.0,183.0,71.0,True,True,False,,0.8541141818024153,2.016217313070805,0.1053561164646186,1.4589275897079859,0
100,37.0,27.0,6.0,4,4,True,35.8376934184071,128.75887161836,565.0,431.0,53.0,200.0,2170.0,125.0,262.0,False,True,False,,0.25004193183789564,-0.7995351606146357,-0.4419104062135625,-0.641567484360632,0
200,39.0,27.0,6.0,4,4,False,35.8407644449349,128.756654522964,605.0,167.0,62.0,119.0,2093.0,75.0,140.0,False,True,False,,-0.8902474172222132,0.575432845418805,-0.20029862484302147,0.00615613808653433,1
100,20.0,23.14,6.0,4,4,False,35.8389574108093,128.765679283227,1194.0,158.0,81.0,282.0,2799.0,35.0,84.0,False,True,False,,0.13018273084450271,1.7728245169306944,-0.10588605801633795,-0.9150583275131501,1
100,25.0,29.0,6.0,1,4,False,35.84308389377051,128.7639511735884,1254.0,327.0,76.0,140.0,2799.0,116.0,143.0,False,True,False,,0.7607649830366228,1.3076400293031292,-0.24571404064418853,-0.6267897418086243,1
150,32.0,36.36,6.0,3,4,False,35.84125625378107,128.76469867628782,1202.0,113.0,53.0,52.0,2787.0,70.0,83.0,False,False,False,,-0.5384079496437536,2.3526515526155984,0.04674681373228523,-0.1807969432324696,2
150,28.0,23.14,6.0,3,4,False,35.8386476187496,128.765745788908,1191.0,192.0,46.0,315.0,2797.0,0.0,81.0,True,False,False,,-0.166760209812418,1.8624564346051493,-0.5557224846579699,-1.3473122600166796,2
300,38.0,39.67,6.0,3,4,False,35.8425863621595,128.758937612332,890.0,359.0,174.0,271.0,2366.0,97.0,106.0,False,True,False,,1.3200147204707813,0.11090147222279441,-0.35473649368381754,-0.9222124431438303,1
100,20.0,16.52,6.0,2,5,False,35.84115378863239,128.76308503311344,1070.0,202.0,89.0,92.0,2646.0,43.0,92.0,True,False,False,,-0.2918284481972721,1.6734145933448548,-0.11078683632391444,-0.8579448895539339,3
200,35.0,36.36,6.0,3,5,False,35.8427665794487,128.764014533974,1238.0,292.0,44.0,105.0,2790.0,108.0,135.0,False,False,False,,0.29324863012391916,1.6224380983775863,-0.3836988702994069,-0.4676219494382564,2
200,38.0,30.0,6.0,1,3,False,35.8233721263762,128.754297057324,1441.0,154.0,146.0,271.0,2003.0,151.0,238.0,True,True,False,,0.9231020605881711,-0.2900653107894559,1.4183242268234997,0.5095491937703869,3
200,37.0,26.45,7.0,2,3,False,35.8398698692771,128.752121022971,405.0,156.0,139.0,322.0,1681.0,46.0,206.0,False,True,False,,-0.4954310155602667,-1.090435054827929,0.5631013821345915,-0.434625243888507,1
200,38.0,26.45,6.0,3,4,False,35.8404779001747,128.756894002318,592.0,203.0,26.0,81.0,2100.0,69.0,110.0,True,True,False,,-1.1340475710863809,0.9398518653689413,-0.8340678656407404,-0.019037941674214204,3
200,40.0,40.0,6.0,2,3,False,35.8435113091969,128.752584508444,805.0,311.0,257.0,588.0,1933.0,181.0,251.0,False,True,False,,2.719826677021984,-2.26726258709587,1.158782622513132,-0.09152535102667006,1
200,35.0,27.0,6.0,3,4,False,35.8398100288197,128.762434433632,949.0,241.0,39.0,198.0,2543.0,202.0,68.0,True,True,False,,0.8155009231385788,1.4723566886452812,-1.0660100662680057,1.1216963028591282,3
100,30.0,33.05,6.0,2,3,False,35.8385750023738,128.754032105073,277.0,78.0,56.0,100.0,1781.0,75.0,176.0,True,True,False,,-1.6393666678799739,0.016570350395372704,0.18900191916757877,0.4930938705254918,3
200,38.0,36.36,6.0,2,2,False,35.8390630602211,128.75159796334,330.0,185.0,110.0,288.0,1600.0,65.0,302.0,True,True,False,,-0.7623146112750492,-1.7263916502501646,0.9698325359086902,-0.35403908297144326,3
100,25.0,30.0,6.0,2,3,False,35.8219436219796,128.755694149075,1614.0,125.0,42.0,157.0,2195.0,56.0,177.0,True,True,False,,-0.5548924715768933,1.2502052812003148,0.5225727970462706,-0.17555422845095792,3
50,20.0,29.75,6.0,2,4,False,35.8250387132259,128.728771113711,1003.0,283.0,117.0,349.0,1073.0,33.0,248.0,True,True,False,,-0.2758455755125454,-1.7799993102937048,0.1841639631661259,-0.6607599806083112,3
200,34.0,24.0,6.0,2,4,False,35.8407973513946,128.755593140382,560.0,101.0,31.0,185.0,2008.0,23.0,152.0,True,True,False,,-1.572409396622506,0.5793970581396909,-0.1526986566961816,-0.26335788912848784,3
80,25.0,26.45,6.0,3,3,False,35.8384899302111,128.754131271393,272.0,91.0,63.0,88.0,1786.0,88.0,168.0,False,True,False,,-1.4839044252553553,0.021988430104526474,0.12898210883300112,0.5953445044525018,1
150,35.0,29.75,21.0,2,3,False,35.8417424315828,128.753422440646,610.0,155.0,204.0,406.0,1885.0,37.0,83.0,False,True,False,,0.4689976503842293,-0.3771568104459024,0.1426701705230711,-0.6508886101941993,1
200,38.0,27.0,6.0,2,4,False,35.8408652469186,128.756533569361,608.0,151.0,77.0,134.0,2088.0,63.0,155.0,False,True,False,,-0.9035644585379364,0.41989582768638267,0.09135122177580335,-0.15447188739752685,1
100,23.0,30.0,6.0,1,3,False,35.8217877144126,128.757655206755,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0,True,True,False,,1.6148504609220942,-0.3964906038322393,2.172947241630577,-0.5846322334650071,3
200,33.0,20.0,6.0,3,3,False,35.8389809379283,128.754144629484,322.0,52.0,30.0,118.0,1807.0,63.0,222.0,False,True,False,,-1.943304679929199,-0.07240529311376893,0.4915646051785798,0.4063555531273622,1
100,28.0,30.0,6.0,2,4,False,35.8220032884981,128.756741498756,1625.0,160.0,126.0,236.0,2271.0,43.0,226.0,True,True,False,,0.20036803548310325,0.4377206989212391,1.3787386278519724,-0.8797114515256758,3
200,38.0,26.45,6.0,2,4,False,35.8400172864544,128.755979006324,502.0,148.0,61.0,116.0,2004.0,42.0,194.0,False,True,False,,-1.3719276430252645,0.13665156615139942,0.24942961653715887,-0.35851039791559886,1
100,35.0,35.05,6.0,3,3,False,35.8381763534472,128.750849942273,278.0,276.0,82.0,269.0,1498.0,43.0,296.0,True,True,False,,-0.9657720498902037,-1.8197455445328334,0.29409656021825226,-0.7678928694318273,3
200,30.0,29.75,6.0,3,4,False,35.8306016266432,128.704572286439,1140.0,230.0,104.0,425.0,1011.0,82.0,60.0,False,True,False,,0.3249738530194411,-0.5508388849566495,-1.2750212912079684,0.5444237901576802,1
200,35.0,36.36,6.0,2,3,False,35.8394776528494,128.753581859678,362.0,31.0,0.0,193.0,1782.0,48.0,179.0,True,True,False,,-2.047767736723096,0.270682801404055,-0.05130429285862283,0.4760711902248978,3
100,30.0,33.05,6.0,3,3,False,35.8409511039164,128.753030730161,520.0,202.0,157.0,354.0,1810.0,72.0,76.0,True,True,False,,0.3254878201661919,-0.28312198177261977,-0.49298905761502393,-0.1831723233520434,3
100,35.0,33.05,7.0,3,3,False,35.8378143531176,128.751506539883,210.0,247.0,37.0,197.0,1538.0,62.0,226.0,True,True,False,,-1.3356410392544444,-0.9972950508051063,-0.4489504796990515,-0.1696781719573983,3
200,33.0,20.0,7.0,1,3,False,35.8388961375337,128.754243691486,317.0,58.0,42.0,105.0,1812.0,73.0,215.0,False,True,False,,-1.8004900449262928,-0.07925336641048025,0.5081961529745932,0.48147510588309766,1
100,38.0,20.0,6.0,2,3,False,35.83850842774,128.754524549134,290.0,94.0,61.0,57.0,1821.0,114.0,180.0,False,True,False,,-1.3698024313132262,0.0275996942538629,0.23868813862060337,0.8584007455527112,1
100,35.0,20.0,6.0,2,3,False,35.83850842774,128.754524549134,290.0,94.0,61.0,57.0,1821.0,114.0,180.0,False,True,False,,-1.3698024313132262,0.0275996942538629,0.23868813862060337,0.8584007455527112,1
200,33.0,37.5,6.0,3,4,False,35.8395343623326,128.765908651596,1231.0,114.0,33.0,243.0,2835.0,81.0,97.0,True,True,False,,-0.06364636350380871,2.0858624457900707,-0.12988647690068128,-0.11001043321329088,3
150,32.0,25.5,6.0,2,4,False,35.8395372918298,128.756383544499,482.0,166.0,40.0,82.0,2017.0,40.0,176.0,True,False,False,,-1.5458316668297785,0.3783115281216661,-0.1034879545654685,-0.3463123903042549,2
100,25.0,25.5,6.0,1,4,False,35.8378043541194,128.756604515646,378.0,253.0,65.0,148.0,1975.0,155.0,239.0,True,False,False,,-0.2914365220366316,-0.6427857495987661,0.09155175402474194,0.5108338027628492,2
100,22.0,26.45,6.0,2,4,False,35.8220226163625,128.757742927794,1645.0,226.0,215.0,319.0,2346.0,128.0,292.0,True,True,False,,1.7771861243885294,-0.6566276528702644,2.2541602642736622,-0.5864113145295426,3
50,20.0,26.45,6.0,2,3,False,35.8160246206736,128.762855721019,2426.0,290.0,105.0,613.0,3104.0,235.0,89.0,True,True,False,,3.882980883574004,1.7862796931513654,-0.1841347293839137,0.5760893904179168,3
100,23.0,25.5,6.0,3,4,True,35.8420078283411,128.763173994054,1127.0,256.0,65.0,55.0,2688.0,57.0,75.0,True,False,False,,-0.2133385103548579,1.9284361122208151,-0.5894529830910658,-0.7984556099303218,0
100,23.0,28.5,6.0,2,4,False,35.8396388223515,128.765619133128,1210.0,88.0,17.0,217.0,2813.0,59.0,123.0,True,False,False,,-0.5279172084785861,2.0684471316105384,0.08152381095439222,-0.25855149115001785,2
100,20.0,26.45,6.0,4,4,False,35.839021962087,128.765082331021,1144.0,140.0,101.0,253.0,2749.0,46.0,98.0,True,False,False,,0.14033997042743468,1.5753994403387526,0.2169768770607507,-0.765762402532856,2
50,20.0,26.45,6.0,3,3,False,35.8162108958394,128.762971582977,2410.0,305.0,112.0,637.0,3100.0,242.0,74.0,True,True,False,,4.093236001945682,1.7595851934289577,-0.3461370010756265,0.6104096773298242,3
50,20.0,25.5,6.0,3,3,False,35.8438786543174,128.751839890041,850.0,389.0,224.0,665.0,1906.0,174.0,212.0,True,True,False,,2.9432220553680586,-2.1322704171008664,0.21076572382345232,-0.2799437556674597,3
100,25.0,26.45,6.0,2,3,False,35.842516156933,128.754451803174,709.0,117.0,167.0,393.0,2009.0,117.0,159.0,True,True,False,,0.6805818081561769,-0.47422807659006916,0.7159058672152174,0.3064033978759257,3
100,30.0,37.5,6.0,2,4,False,35.8401811289406,128.764078677689,1101.0,88.0,109.0,108.0,2697.0,52.0,55.0,True,False,False,,-0.2936828767077029,2.074177625444983,0.2285751648841683,-0.36888923471739704,2
200,37.0,25.5,6.0,2,4,False,35.8397517838038,128.762295361595,934.0,255.0,47.0,201.0,2529.0,214.0,79.0,True,True,False,,0.9734155954089821,1.296232054611597,-0.9914824936955188,1.1761674194822114,3
200,35.0,25.5,6.0,2,4,False,35.8401738381707,128.756716863726,556.0,215.0,19.0,63.0,2072.0,102.0,125.0,True,False,False,,-1.0104909483591857,0.8000583268317656,-0.8330273789895384,0.343547287400666,2
100,27.0,26.45,6.0,1,3,False,35.8398574463641,128.75104470873,430.0,245.0,208.0,387.0,1595.0,108.0,287.0,True,True,False,,0.7085985849280919,-2.3486058377654233,1.2757153330351714,-0.35050604393267887,3
200,32.0,25.5,6.0,2,3,False,35.8429280801082,128.755610114606,780.0,151.0,76.0,377.0,2122.0,140.0,248.0,True,True,False,,0.28737312999159054,-0.5126867126570441,0.6920839738229578,0.47694040999638665,3
70,25.0,25.5,6.0,2,4,False,35.8403675197964,128.755161127221,500.0,125.0,26.0,197.0,1952.0,82.0,138.0,True,False,False,,-1.127402878422952,0.4741806559176547,-0.47565710913595666,0.42681165515700087,2
100,20.0,25.5,6.0,2,4,False,35.8399846055701,128.76423745217,1106.0,80.0,132.0,130.0,2704.0,60.0,77.0,True,True,False,,-0.07030907651841672,1.8049103696258408,0.5980422678805061,-0.3700985283689403,3
150,35.0,25.5,6.0,3,3,False,35.8393894880839,128.752824713704,346.0,76.0,67.0,239.0,1715.0,63.0,209.0,True,True,False,,-1.324609914388043,-0.4973746708044194,0.43498421508061863,0.26376753518442875,3
100,34.0,27.5,6.0,2,3,False,35.8396288417772,128.752137965634,378.0,143.0,128.0,306.0,1671.0,19.0,223.0,True,True,False,,-0.8849684557887474,-1.1015106594758064,0.6799363666420712,-0.696660803072787,3
200,35.0,26.45,6.0,3,3,False,35.8394776528487,128.753581859678,362.0,31.0,0.0,193.0,1782.0,48.0,179.0,True,True,False,,-2.047767736723096,0.270682801404055,-0.05130429285862283,0.4760711902248978,3
200,35.0,25.5,6.0,2,4,False,35.838730296104,128.755171531912,343.0,89.0,34.0,58.0,1884.0,117.0,222.0,True,True,False,,-1.5280821494799728,-0.009698166348433745,0.4412779801140397,0.8642545781870171,3
100,32.0,25.5,6.0,1,3,False,35.8387293223314,128.751811628699,289.0,173.0,73.0,248.0,1602.0,67.0,263.0,True,True,False,,-1.1085994990188213,-1.2364012618989282,0.44197074093902083,-0.08742470580084925,3
100,35.0,26.45,6.0,2,3,False,35.8385084277393,128.754524549135,290.0,94.0,61.0,57.0,1821.0,114.0,180.0,True,True,False,,-1.3698024313132262,0.0275996942538629,0.23868813862060337,0.8584007455527112,3
100,37.0,29.75,6.0,2,4,False,35.8398171458534,128.756219505729,497.0,159.0,71.0,92.0,2015.0,50.0,178.0,True,True,False,,-1.2568629495282233,0.21514323950834477,0.1690745041452511,-0.30178868413816834,3
100,35.0,29.75,6.0,2,3,False,35.8381763534465,128.750849942273,278.0,276.0,82.0,269.0,1498.0,43.0,296.0,True,True,False,,-0.9657720498902037,-1.8197455445328334,0.29409656021825226,-0.7678928694318273,3
100,33.0,26.45,6.0,2,3,False,35.8379810484756,128.753082894221,191.0,145.0,37.0,110.0,1678.0,68.0,127.0,True,False,False,,-1.6367284473842216,0.11727938543234277,-0.7115876671387119,0.394796411764426,2
200,32.0,25.5,6.0,3,3,False,35.8401294702457,128.752455534076,430.0,148.0,125.0,316.0,1721.0,80.0,164.0,False,True,False,,-0.2953593787503898,-0.698477527355265,0.16932954770041828,0.09640476843187884,1
100,25.0,26.45,6.0,1,3,False,35.8379810484756,128.753082894221,191.0,145.0,37.0,110.0,1678.0,68.0,127.0,True,True,False,,-1.6367284473842216,0.11727938543234277,-0.7115876671387119,0.394796411764426,3
200,35.0,29.75,6.0,2,3,False,35.840881748899,128.753960832477,522.0,135.0,97.0,312.0,1880.0,135.0,23.0,True,True,False,,0.17717571081077377,0.5593806432872351,-1.0517671919188434,1.0519695413970742,3
150,32.0,25.5,6.0,2,4,False,35.838369958887,128.757900399051,511.0,321.0,123.0,106.0,2105.0,163.0,209.0,True,False,False,,0.42137961253136597,-0.5548602071651217,0.13515801715746253,0.1696898051768541,2
100,35.0,25.5,7.0,2,3,False,35.8378143531176,128.751506539883,210.0,247.0,37.0,197.0,1538.0,62.0,226.0,True,True,False,,-1.3356410392544444,-0.9972950508051063,-0.4489504796990515,-0.1696781719573983,3
150,35.0,26.45,6.0,2,4,False,35.8387027855734,128.759251916516,636.0,430.0,70.0,137.0,2232.0,49.0,152.0,True,True,False,,-0.13956263352116582,0.12564416684431273,-1.0801200265575897,-1.3912245211984573,3
150,35.0,25.5,6.0,3,3,False,35.8402099732176,128.754071096743,451.0,104.0,33.0,239.0,1856.0,139.0,97.0,True,True,False,,-0.648355854941252,0.48727392425793065,-0.7770537080471839,1.2914198917789734,3
200,37.0,25.5,6.0,3,4,False,35.8395527876085,128.756802879509,509.0,204.0,58.0,48.0,2053.0,58.0,143.0,True,False,False,,-1.2003343718539101,0.5349499499657653,-0.346998940159664,-0.2725024301299599,2
100,35.0,26.45,7.0,2,3,False,35.8393289124989,128.752541949718,341.0,100.0,80.0,258.0,1689.0,39.0,227.0,True,True,False,,-1.3295432363239132,-0.7624116405311129,0.5582026806773918,-0.16857590737697228,3
200,45.0,29.75,6.0,1,3,False,35.8395802688629,128.752860895366,367.0,82.0,66.0,249.0,1727.0,67.0,188.0,True,True,False,,-1.2136516760557208,-0.36190595018536326,0.23436632840004884,0.3235107673381378,3
100,25.0,25.5,6.0,2,4,False,35.8178090422731,128.750668475567,2008.0,226.0,193.0,187.0,2172.0,78.0,112.0,True,False,False,,1.2898506563799073,0.9427829405512222,0.819111992865607,-0.5971372077592059,2
200,38.0,25.5,6.0,2,4,False,35.8392954893512,128.758806395796,633.0,383.0,141.0,78.0,2214.0,34.0,84.0,True,False,False,,0.006121991389578946,0.4157574958220227,-0.8574486951704,-1.4473876293683363,2
200,30.0,26.45,6.0,3,4,False,35.840345544790175,128.755758483703,523.0,153.0,23.0,146.0,2000.0,58.0,184.0,True,True,False,,-1.3920117509127332,0.31381055606951985,-0.16261219735971785,-0.05921229884942807,3
200,33.0,29.75,6.0,2,4,False,35.8402433794735,128.756656975568,558.0,206.0,23.0,72.0,2070.0,101.0,130.0,True,True,False,,-0.99971514126944,0.7505536989306442,-0.7320606209506553,0.34066367761557226,3
200,38.0,25.5,6.0,3,4,False,35.8382375042062,128.75924175123,615.0,441.0,18.0,168.0,2217.0,59.0,203.0,True,False,False,,-0.38316940436150815,-0.07421951851755904,-1.1449728375945976,-1.2572813865783288,2
200,33.0,25.5,6.0,2,4,False,35.8417682362312,128.76264476839,1073.0,272.0,107.0,44.0,2634.0,28.0,77.0,True,True,False,,-0.18797275690545343,1.639402262875011,-0.34746964288789806,-1.2878066450393906,3
200,37.0,25.5,6.0,2,3,False,35.8396628321723,128.752390043449,379.0,124.0,109.0,289.0,1693.0,32.0,205.0,False,True,False,,-0.98345836585999,-0.8183442902882785,0.4890126500572522,-0.391995180391466,1
100,32.0,33.06,6.0,2,2,False,35.8389804903932,128.751216554929,335.0,220.0,111.0,306.0,1565.0,98.0,321.0,True,True,False,,-0.4074488066093724,-2.0147841305077026,0.9502234914541312,-0.11179808580993188,3
100,30.0,33.05,24.0,2,3,False,35.8420465808883,128.751240252321,658.0,355.0,121.0,547.0,1739.0,19.0,132.0,True,True,False,,0.6381476423704796,-1.0333224605046742,-1.069225126516935,-1.3699014252479416,3
